row_names	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Species
ASV3681	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3682	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3683	Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	NA
ASV3684	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3685	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3686	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3687	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3688	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3689	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3690	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3691	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3692	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3693	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3694	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3695	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3696	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3697	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3698	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	Calliarthron	NA
ASV3699	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3700	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3701	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3702	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3703	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	NA	NA
ASV3704	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3705	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3706	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV3707	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3708	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3709	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3710	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3711	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3712	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3713	Eukaryota	Metazoa	Arthropoda	Malacostraca	Amphipoda	Melitidae	NA	NA
ASV3714	Eukaryota	Metazoa	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	panicea
ASV3715	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV3716	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3717	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3718	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3719	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3720	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3721	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3722	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	NA
ASV3723	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3724	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3725	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3726	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	NA
ASV3727	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3728	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV3729	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3730	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3731	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3732	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3733	Eukaryota	Oomycota	Oomycota	NA	NA	NA	NA	NA
ASV3734	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3735	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3736	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3737	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3738	Eukaryota	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV3739	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3740	Eukaryota	Metazoa	Cnidaria	Anthozoa	Actiniaria	Halcampidae	Halcampa	NA
ASV3741	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3742	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3743	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3744	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3745	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3746	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3747	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3748	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3749	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3750	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3751	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3752	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	Ectocarpales	Acrotrichaceae	Acrothrix	NA
ASV3753	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3754	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Corallinales	NA	NA	NA
ASV3755	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3756	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3757	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3758	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3759	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3760	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3761	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3762	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3763	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV3764	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3765	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3766	Eukaryota	Bigyra	Bigyra	Bigyra	Thraustochytrida	Thraustochytriaceae	NA	NA
ASV3767	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV3768	Eukaryota	Metazoa	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Cucumaria	NA
ASV3769	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV3770	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3771	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3772	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3773	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3774	Eukaryota	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV3775	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria	sp.
ASV3776	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3777	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3778	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3779	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3780	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3781	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3782	Eukaryota	Metazoa	Ctenophora	Tentaculata	Cestida	Cestidae	Velamen	NA
ASV3783	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3784	Eukaryota	Bigyra	Bigyra	Bigyra	Thraustochytrida	Thraustochytriaceae	NA	NA
ASV3785	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3786	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3787	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Dictyosiphon	NA
ASV3788	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3789	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Corallinales	NA	NA	NA
ASV3790	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV3791	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3792	Eukaryota	Metazoa	Annelida	Polychaeta	NA	Capitellidae	NA	NA
ASV3793	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3794	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3795	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3796	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3797	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3798	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3799	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3800	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3801	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3802	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3803	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3804	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3805	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3806	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3807	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3808	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3809	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Savoiea	NA
ASV3810	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	NA
ASV3811	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3812	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3813	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	NA
ASV3814	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3815	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3816	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3817	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3818	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3819	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3820	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3821	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3822	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3823	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3824	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3825	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3826	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3827	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3828	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3829	Eukaryota	Metazoa	Bryozoa	Gymnolaemata	Ctenostomatida	NA	NA	NA
ASV3830	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV3831	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3832	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3833	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3834	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3835	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3836	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3837	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3838	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3839	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3840	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3841	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3842	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3843	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	NA
ASV3844	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3845	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3846	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3847	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Nereididae	Nereis	NA
ASV3848	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3849	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3850	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3851	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3852	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3853	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3854	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV3855	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3856	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3857	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3858	Eukaryota	Discosea	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	NA
ASV3859	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3860	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3861	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3862	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3863	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3864	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3865	Eukaryota	Metazoa	Mollusca	Gastropoda	NA	Lottiidae	Lottia	NA
ASV3866	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3867	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3868	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3869	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	NA
ASV3870	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3871	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3872	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3873	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3874	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3875	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3876	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Hapalidiales	Mesophyllumaceae	Mesophyllum	NA
ASV3877	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3878	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3879	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3880	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3881	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3882	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3883	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3884	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3885	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV3886	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3887	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV3888	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3889	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV3890	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3891	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3892	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3893	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3894	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	NA
ASV3895	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV3896	Eukaryota	Rhodophyta	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Wildemania	NA
ASV3897	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV3898	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3899	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3900	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3901	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3902	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3903	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV3904	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV3905	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3906	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3907	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3908	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3909	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV3910	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3911	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3912	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Myrionema	NA
ASV3913	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3914	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3915	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3916	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3917	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3918	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3919	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3920	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3921	Eukaryota	Bigyra	Bigyra	Bigyra	Thraustochytrida	Thraustochytriaceae	Botryochytrium	NA
ASV3922	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3923	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3924	Eukaryota	Metazoa	Bryozoa	Gymnolaemata	Ctenostomatida	Vesiculariidae	NA	NA
ASV3925	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3926	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA
ASV3927	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3928	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3929	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3930	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3931	Eukaryota	Discosea	Discosea	NA	Himatismenida	NA	Parvamoeba	NA
ASV3932	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3933	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	NA
ASV3934	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3935	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3936	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3937	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3938	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3939	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3940	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3941	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3942	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3943	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3944	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	NA
ASV3945	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3946	Eukaryota	Oomycota	Oomycota	NA	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	NA
ASV3947	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3948	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	NA
ASV3949	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	Laminariales	Lessoniaceae	Egregia	NA
ASV3950	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3951	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3952	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3953	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3954	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3955	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3956	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3957	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3958	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3959	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3960	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3961	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3962	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3963	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3964	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Lafoeidae	Lafoea	NA
ASV3965	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3966	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Colaconematales	Colaconemataceae	Colaconema	NA
ASV3967	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3968	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3969	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3970	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3971	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3972	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3973	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3974	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3975	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3976	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3977	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV3978	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3979	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3980	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3981	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3982	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3983	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
ASV3984	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3985	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3986	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3987	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3988	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3989	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	NA
ASV3990	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3991	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3992	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV3993	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3994	Eukaryota	Metazoa	Nemertea	Palaeonemertea	NA	Tubulanidae	Tubulanus	NA
ASV3995	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3996	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3997	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3998	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV3999	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4000	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4001	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4002	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV4003	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4004	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4005	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV4006	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4007	Eukaryota	Oomycota	Oomycota	NA	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	NA
ASV4008	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4009	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Hildenbrandiales	Hildenbrandiaceae	Hildenbrandia	NA
ASV4010	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4011	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV4012	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4013	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4014	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4015	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4016	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4017	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4018	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4019	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4020	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4021	Eukaryota	Tubulinea	Tubulinea	Elardia	Euamoebida	NA	NA	NA
ASV4022	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4023	Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	NA
ASV4024	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4025	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV4026	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4027	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4028	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV4029	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV4030	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	NA	NA	NA
ASV4031	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
